Date,Open,High,Low,Close,Volume
,8035.T,8035.T,8035.T,8035.T,8035.T
2025-04-17,19710.0,19915.0,19190.0,19810.0,4333100
2025-04-18,19600.0,19745.0,19310.0,19515.0,2346100
2025-04-21,19370.0,19640.0,19250.0,19430.0,2012600
2025-04-22,19340.0,19485.0,19090.0,19180.0,2530000
2025-04-23,19960.0,19985.0,19470.0,19650.0,3203700
2025-04-24,20185.0,20555.0,20115.0,20385.0,4566300
2025-04-25,21245.0,21365.0,20815.0,21250.0,4594400
2025-04-28,21630.0,21645.0,21110.0,21200.0,2978200
2025-04-30,21000.0,21230.0,20785.0,21225.0,3439300
2025-05-01,21530.0,21565.0,20570.0,21210.0,7217400
2025-05-02,21700.0,21885.0,20990.0,21140.0,5778700
2025-05-07,21555.0,21940.0,21310.0,21905.0,4935300
2025-05-08,22295.0,22570.0,21995.0,22355.0,4223200
2025-05-09,22725.0,22750.0,22155.0,22555.0,4368300
2025-05-12,22820.0,23060.0,22550.0,22890.0,3911700
2025-05-13,24000.0,24255.0,23615.0,24000.0,5801500
2025-05-14,24460.0,24560.0,23815.0,24225.0,4211200
2025-05-15,23955.0,24220.0,23805.0,24130.0,2985800
2025-05-16,23810.0,23895.0,23320.0,23465.0,2996000
2025-05-19,23060.0,23310.0,22950.0,23065.0,2521700
2025-05-20,23145.0,23625.0,23140.0,23345.0,2833100
2025-05-21,23250.0,23450.0,23155.0,23245.0,2268200
2025-05-22,22770.0,22830.0,22375.0,22680.0,3875100
2025-05-23,23000.0,23005.0,22705.0,22755.0,2248800
2025-05-26,22810.0,23545.0,22805.0,23355.0,2656100
2025-05-27,23350.0,23350.0,22950.0,23195.0,2313000
2025-05-28,23640.0,23760.0,23145.0,23165.0,2748900
2025-05-29,24030.0,24150.0,23615.0,24150.0,4082400
2025-05-30,23500.0,23680.0,23000.0,23000.0,6223100
2025-06-02,23020.0,23050.0,22515.0,22605.0,2743000
2025-06-03,22700.0,22875.0,22400.0,22400.0,2663500
2025-06-04,22735.0,22820.0,22465.0,22500.0,2468000
2025-06-05,22600.0,23420.0,22540.0,23350.0,4132700
2025-06-06,23600.0,23725.0,23410.0,23650.0,2851000
2025-06-09,24120.0,24125.0,23720.0,23855.0,3145200
2025-06-10,24000.0,24210.0,23650.0,23740.0,3804300
2025-06-11,24220.0,24880.0,24100.0,24880.0,4463900
2025-06-12,24685.0,25050.0,24595.0,25000.0,3615100
2025-06-13,24180.0,24285.0,23450.0,23800.0,7422300
2025-06-16,23825.0,24055.0,23740.0,24015.0,2996700
2025-06-17,24465.0,24980.0,24305.0,24720.0,4133800
2025-06-18,24455.0,24840.0,24380.0,24735.0,2988400
2025-06-19,24600.0,24660.0,24000.0,24000.0,2902500
2025-06-20,24045.0,24295.0,23885.0,23985.0,3853700
2025-06-23,23530.0,23790.0,23280.0,23705.0,2767000
2025-06-24,24390.0,24910.0,24365.0,24570.0,3940200
2025-06-25,25560.0,25635.0,25045.0,25370.0,3917400
2025-06-26,25680.0,26430.0,25475.0,26380.0,5665500
2025-06-27,27300.0,27850.0,27175.0,27515.0,6819100
2025-06-30,28000.0,28540.0,27395.0,27680.0,6779100
2025-07-01,27380.0,27545.0,26945.0,27070.0,3764900
2025-07-02,26400.0,26890.0,26250.0,26585.0,4143600
2025-07-03,26820.0,27075.0,26725.0,27050.0,4333000
2025-07-04,27380.0,27520.0,27070.0,27175.0,3456800
2025-07-07,27000.0,27300.0,26860.0,27125.0,2033000
2025-07-08,26820.0,27560.0,26810.0,27265.0,3157600
2025-07-09,27630.0,27675.0,26935.0,27175.0,3665900
2025-07-10,27175.0,27175.0,26760.0,26760.0,3188700
2025-07-11,27200.0,27200.0,26640.0,27000.0,3016800
2025-07-14,26655.0,26700.0,26435.0,26485.0,2153200
2025-07-15,26450.0,27425.0,26220.0,27410.0,4009800
2025-07-16,27695.0,28535.0,27565.0,27890.0,7243800
2025-07-17,27500.0,27590.0,26880.0,27490.0,3149200
